Slug,English,German,Spanish,French,Italian,Japanese
tb_894,Oops. Now its stats fell.,,Sus carecterísticas están bajando.,,,
tb_900,Its speed rose.,,Su Velocidad ha subido.,,,
tb_902,Its evasiveness rose.,,Su evasión ha subido.,,,
tb_904,Its accuracy rose.,,Su precisión ha subido.,,,
tb_906,Its attack rose.,,Su Ataque ha subido.,,,
tb_908,Its special attack rose.,,Su Ataque Especial ha subido.,,,
tb_910,Its defense rose.,,Su Defensa ha subido.,,,
tb_912,Its special defense rose.,,Su Defensa Especial ha subido.,,,
tb_914,Its speed fell.,,Su Velocidad ha bajado.,,,
tb_916,Its evasiveness fell.,,Su evasión ha bajado.,,,
tb_918,Its accuracy fell.,,Su precisión ha bajado.,,,
tb_920,Its attack fell.,,Su Ataque ha bajado.,,,
tb_922,Its special attack fell.,,Su Ataque Especial ha bajado.,,,
tb_924,Its defense fell.,,Su Defensa ha bajado.,,,
tb_926,Its special defense fell.,,Su Defensa Especial ha bajado.,,,
tb_928,There's no more effect.,,,,,
tb_930,That stat won't go any higher.,,Esa característica no puede subir más.,,,
tb_932,That stat won't go any lower.,,Esa característica no puede bajar más.,,,
tb_951,Bam (beh)!,,¡Bam!,,,
tb_952,Solid hit.,,,,,
tb_953,Ooh!,,¡Uy!,,,
tb_954,Oh!,,¡Ay!,,,
tl_120,That dealt some damage.,,Se aprecian ciertos daños.,,,
tl_130_1,There was collateral damage.,,Aunque ha provocado daños colaterales.,,,
tl_130_2,That was excellent teamwork.,,Excelente trabajo en equipo.,,,
tl_130_3,But only its teammate was affected.,,Aunque su compañero ha pagado el pato.,,,
tl_160m,barely holds on,,resiste como puede.,,,
tl_162m,barely holds on,,resiste como puede.,,,
tl_164,Such amazing power.,,Esto se pone al rojo vivo.,,,
tl_166,It's a direct hit.,,Le ha acertado de lleno.,,,
tl_170m,faces a great deal of pressure,,está contra las cuerdas.,,,
tl_172m,faces a great deal of pressure,,está contra las cuerdas.,,,
tl_230,That dealt some damage too.,,Los daños son apreciables.,,,
tl_270,That dealt some massive damage.,,Los daños son palpables.,,,
tl_290,But this is not a favorable matchup.,,Aunque no es la elección más apropriada.,,,
tl_295,But rain cuts its effectiveness.,,Aunque la lluvia disminuye su efectividad.,,,
tl_297,But strong sunlight drops its effectiveness.,,Aunque el sol disminuye su efectividad.,,,
tl_430,Is this part of the plan?,,¿Formará parte de alguna estratagema?,,,
tl_432,Why would they fight each other?,,¿A qué viene este toma y daca?,,,
tl_500,But the target Pokémon is in the air. The attack missed.,,Pero falla. El blanco estaba en el aire afuera de su alcance.,,,
tl_501,,,,,,
tl_502,But the target Pokémon is bouncing around. The attack missed.,,Pero falla. El blanco rebotó afuera de su alcance.,,,
tl_503,,,,,,
tl_504,But the target Pokémon is in the water.,,Pero falla. El blanco estaba en el agua.,,,
tl_506,But the target Pokémon is underground.,,Pero falla. El blanco estaba bajo tierra.,,,
wz_012k,Guillotine does massive damage.,,Guillotina causa grandes daños.,,,
wz_025k,Mega Kick hits hard.,,Mega Patada cierta de lleno.,,,
wz_032k,Horn Drill impales its target.,,Perforador socava el Pokémon.,,,
wz_034k,A hard hit from Body Slam.,,Menuda embestida con Golpe Cuerpo.,,,
wz_038k,Sliced apart by Double-Edge,,Doble Filo lo hiere.,,,
wz_053k,Singed by Flamethrower.,,Lanazallamas chamusca el blanco.,,,
wz_056k,Swamped by Hydro Pump.,,Hidrobomba ducha el Pokémon.,,,
wz_057k,Soaked by Surf.,,Surf inunda la distancia.,,,
wz_058k,Ice Beam hits.,,Ha sido alcanzado por Rayo Hielo.,,,
wz_059k,A frigid shot from Blizzard.,,Impacto directo con Ventisca.,,,
wz_063k,Blasted by Hyper Beam.,,Alcanzado de lleno con Hiperrayo.,,,
wz_065k,Nailed by Drill Peck.,,Pico Taladro golpe a fuerte.,,,
wz_068k,Counter hits back.,,Contador se la cobra de vuelta.,,,
wz_069k,Hurled by Seismic Toss.,,Movimiento Sísmico le hace ver las estrellas.,,,
wz_076k,Seared by Solar Beam.,,Abrasado con Rayo Solar.,,,
wz_085k,Zapped by Thunderbolt.,,,,,
wz_087k,Thunder detonates with a boom.,,,,,
wz_089k,Earthquake tears open the ground.,,Terremoto sacude el suelo.,,,
wz_090k,Fissure opens an abyss of destruction.,,Fisura abre un abismo de destrucción.,,,
wz_094k,Hit by Psychic.,,Acercado de lleno con Psíquico.,,,
wz_120k,Self-Destruct detonates.,,Y detona Autodestrucción.,,,
wz_126k,Torched by Fire Blast.,,Calcinado por Llamarada.,,,
wz_143k,Sky Attack rains down havoc.,,Ataque Aéreo desata el caos.,,,
wz_153k,Annihilated by Explosion.,,Explosión arrata su paso.,,,
wz_157k,Rock Slide tumbles down.,,Avalancha cae sobre el blanco.,,,
wz_177k,Blown away by Aeroblast.,,Aerochorro le atizo un buen golpe.,,,
wz_188k,Slimed by Sludge Bomb.,,Queda enfangado con Bomba Lodo.,,,
wz_192k,Shocked by Zap Cannon.,,Electrocañón lo deja conmocionado.,,,
wz_194k,Destiny Bond connects.,,Conectado con Mismo Destino.,,,
wz_200k,Smacked down by Outrage.,,Enfado le pasa factura.,,,
wz_216k,Hit by Return.,,Golpeado por Retroceso.,,,
wz_218k,Hit by Frustration.,,,,,
wz_221k,Set aflame by Sacred Fire.,,Fuego Sagrado llamea con fuerza.,,,
wz_222k,Magnitude shakes the ground.,,Magnitud hace temblar el suelo.,,,
wz_223k,Beaten down by Dynamic Punch.,,Golpeado pur Puño Dinámico.,,,
wz_224k,Pierced by Megahorn.,,Menuda embestida de Megacuerno.,,,
wz_243k,Mirror Coat echoes back.,,Manto Espejo refleja ecos del pasado.,,,
wz_247k,Shadow Ball hits.,,Bola Sombra da en el blanco.,,,
wz_257k,Burned by Heat Wave.,,Onda Ígnea abrasa el Pokémon.,,,
wz_264k,Slammed by Focus Punch.,,Menudo embate con Puño Certero.,,,
wz_276k,Devastated by Super Power.,,Fuerza Brutal remete contra él.,,,
wz_280k,Hit by Brick Break.,,Demolición alcanza el objetivo.,,,
wz_284k,Nailed by Eruption.,,Estallido le sacude.,,,
wz_298k,Teeter Dance causes confusion.,,Danza Caos le confunde.,,,
wz_304k,Hyper Voice hits.,,Vozarrón le estremece.,,,
wz_307k,Immolated by Blast Burn.,,Anillo Ígneo golpea de lleno.,,,
wz_308k,Deluged by Hydro Cannon.,,Hidrocañón cala al blanco hasta los huesos.,,,
wz_315k,Cooked by Overheat.,,Sofoco crea un bochorno abrasador.,,,
wz_318k,Hit by Silver Wind.,,Viento Plata azota con fuerza.,,,
wz_323k,Drenched by Water Spout.,,Salpicar empapa el Pokémon.,,,
wz_329k,Sheer Cold delivers chilling misery.,,Frío Polar hiela el blanco.,,,
wz_330k,Splashed by Muddy Water.,,,,,
wz_332k,Aerial Ace hits.,,Golpe Aéreo atina en el blanco.,,,
wz_337k,Ripped by Dragon Claw.,,Garra Dragón desgarra el objetivo.,,,
wz_338k,Shredded by Frenzy Plant.,,Planta Feroz tritura el objetivo.,,,
wz_344k,Slammed by Volt Tackle.,,Placaje Eléctrico descarga sobre el Pokémon.,,,
wz_354k,Torn apart by Psycho Boost.,,Psicoataque mortifica el blanco.,,,
wz_370k,Beaten down by Close Combat.,,Menuda paliza con A Bocajarro.,,,
wz_387k,Last Resort hits.,,Última Baza alcanza el objetivo.,,,
wz_394k,Torched by Flare Blitz.,,,,,
wz_396k,Hit by Aura Sphere.,,Esfera Aural acierta de lleno.,,,
wz_399k,Dark Pulse hits.,,Pulso Umbrío se cierne sobre el blanco.,,,
wz_406k,Hit by Dragon Pulse.,,Pulso Dragón golpea sin piedad.,,,
wz_411k,Busted by Focus Blast.,,,,,
wz_412k,Energy Ball hits.,,,,,
wz_413k,Nailed by Brave Bird.,,Pájaro Osado le alcanza de pleno.,,,
wz_416k,Crushed by Giga Impact.,,Giga Impacto aplasta el Pokémon.,,,
wz_421k,Shadow Claw hits.,,Garra Umbría fustiga implacable.,,,
wz_430k,Hit by Flash Cannon,,Foco Resplandor impacta de pleno.,,,
wz_434k,Pounded by Draco Meteor,,Cometa Draco le aplasta con fuerza.,,,
wz_435k,Discharge hits.,,Chispazo le alcanza.,,,
wz_436k,Hit by Lava Plume.,,,,,
wz_437k,Torn up by Leaf Storm,,Lluevehojas castiga el Pokémon.,,,
wz_438k,Lashed by Power Whip.,,Latigazo le vapulea.,,,
wz_439k,Demolished by Rock Wrecker.,,Romperrocas lo derriba.,,,
wz_441k,Hit by Gunk Shot.,,Lanza Mugre da en el blanco.,,,
wz_444k,Sliced by Stone Edge.,,,,,
wz_449k,Judgment has been dealt.,,Se ha pronunciado Sentencia.,,,
wz_452k,Pounded by Wood Hammer.,,Mazazo atiza con fuerza.,,,
wz_457k,Slammed by Head Smash.,,Menudo golpe con Testarazo.,,,
wz_459k,Ripped by Roar of Time.,,Distorsión le ha tormenta.,,,
wz_460k,Torn apart by Spacial Rend.,,,,,
wz_462k,Smashed by Crush Grip.,,Agarrón lo pulveriza.,,,
wz_463k,Incinerated by Magma Storm.,,Lluvia Ígnea incinera el Pokémon.,,,
wz_465k,Ripped in two by Seed Flare.,,Fogonazo le alcanza.,,,
wz_467k,Complete destruction by Shadow Force.,,Golpe Umbrío le fulmina.,,,
xb_010,The Blue Corner has won the first round with a single hit.,,A la esquina azul le ha bastado un solo ataque para ganar la primera ronda.,,,
xb_020,The Blue Corner is knocked out after one hit.,,La esquina azul es noqueada en el primer salto.,,,
xb_030,The Blue Corner won the first round.,,La esquina azul vence en la primera ronda.,,,
xb_040,The Blue Corner has lost the first round.,,La esquina azul ha perdido la primera ronda.,,,
xb_050,The Blue Corner has two wins so far.,,La esquina azul ya tiene dos victorias.,,,
xb_060,The Blue Corner just keeps on losing.,,La esquina azul sigue anotando derrotas.,,,
xb_070,The Blue Corner has two consecutive losses.,,,,,
xb_080,One win and one loss. It's all even now.,,Una victoria y una derrota. Los marcadores se equilibran.,,,
xb_090,The Blue Corner now has two wins and one loss.,,"La esquina azul ha perdido una vez, pero cuenta con dos victorias.",,,
xb_100,The Blue Corner has lost this round. They have two wins and one loss.,,La esquina azul ha perdido en esta ocasión. Lleva dos victorias y una derrota.,,,
xb_110,It's at two wins and two losses. A breathtakingly close fight.,,Dos victorias y dos derrotas. La lucha está igualísima.,,,
xb_120,The first round's a tie.,,La primera ronda se salda con un empate.,,,
xb_130,Another draw.,,Otro empate más.,,,
xb_140,Another draw. It's still tied.,,Un nuevo empate. Ambas esquinas están muy igualadas.,,,
xb_160,The Blue Corner won the round.,,La esquina azul ha ganado en esta ocasión.,,,
xb_170,The Blue Corner lost the round.,,La esquina azul ha perdido en esta ocasión.,,,
xb_180,This round was a draw.,,Tenemos un empate en esta ocasión.,,,
xb_190,The Blue Corner could claim victory here with two wins and one loss.,,,,,
xl_010,That's a tough start.,,,,,
xl_020,That's a smooth start.,,Comienza con buen pie.,,,
xl_030,One more win and victory will be claimed.,,"Una más, y el desafío es suyo.",,,
xl_040,They are not in a good place right now.,,Su situación no es nada envidiable.,,,
xl_050,And a not a single win.,,Ninguna victoria está el momento.,,,
xl_060,Time to focus. The next round will determine the outcome.,,,,,
xl_070,The next round will determine the outcome.,,La próxima ronda marcará la diferencia.,,,
xl_080,Can they win the next round and take the battle?,,¿Logrará vencer en la siguiente ronda y superar así el desafío?,,,
xl_090,The next round will determine everything.,,Todo dependerá de lo que ocurra en la siguiente ronda.,,,
